0.15327	0.01204	0.00010508	3.0649e-05	7.881e-05	0.0010815	6.1297e-05	0	0.13821	0.020574	0.0053985	0.0019133	0.00050351	4.8162e-05	2.1892e-05	0	0.12132	0.0086297	0.020521	0.012141	0.003043	0.00088443	0.00011822	4.3784e-06	0.16408	0.0025307	5.254e-05	0	0	0	0	0	0.12194	0.025219	0.015429	0.0022899	0.00079686	0.00040281	0.00028459	0.00030649	0.12026	7.881e-05	0.00033713	0.0006874	0.0041025	0.024637	0.014869	0.00169
0.14882	0.016603	0.00013885	2.4795e-05	4.959e-05	0.0009075	0.00011902	0	0.13649	0.021666	0.0058466	0.0021076	0.00045623	8.4303e-05	9.918e-06	4.959e-06	0.11919	0.0066748	0.020337	0.015189	0.0041804	0.0009075	0.00016365	1.9836e-05	0.16349	0.0031192	3.9672e-05	4.959e-06	4.959e-06	4.959e-06	0	0	0.12152	0.026779	0.015085	0.001929	0.00071409	0.00030746	0.00020828	0.00012893	0.11843	2.4795e-05	0.00019836	0.00056532	0.0038184	0.023937	0.016553	0.003144
0.15951	0.0058023	6.2247e-05	2.6677e-05	7.114e-05	0.00096038	0.0002312	0	0.13578	0.022116	0.0057623	0.0021564	0.00064915	0.00016451	2.6677e-05	1.3339e-05	0.11687	0.020742	0.018919	0.0073852	0.0020453	0.00057801	0.00012449	0	0.16347	0.0031479	4.0016e-05	0	4.4462e-06	0	0	0	0.11477	0.03095	0.016629	0.0023209	0.0008848	0.00050687	0.00027567	0.00032457	0.11169	5.3355e-05	0.00038682	0.00079143	0.004424	0.027398	0.018896	0.0030234
0.15616	0.0091948	7.6891e-05	1.2815e-05	8.0094e-05	0.00098356	0.00015698	3.2038e-06	0.13936	0.018905	0.0056322	0.002169	0.00053183	5.4464e-05	9.6113e-06	3.2038e-06	0.12007	0.014049	0.019354	0.009717	0.0028033	0.00057988	8.6502e-05	3.2038e-06	0.16378	0.0028514	2.563e-05	6.4075e-06	0	0	0	0	0.11989	0.027319	0.015397	0.0024092	0.00082337	0.00038125	0.00024349	0.00020504	0.11629	5.7668e-05	0.00026591	0.00070483	0.0040592	0.025018	0.016717	0.0035562
0.14735	0.01763	0.00018152	3.4034e-05	0.00012479	0.0012649	7.9414e-05	0	0.1365	0.022304	0.0056894	0.0016847	0.00039707	6.2396e-05	2.8362e-05	5.6724e-06	0.12095	0.0053831	0.018554	0.015673	0.0047081	0.0011061	0.00027795	1.1345e-05	0.16341	0.0031879	6.2396e-05	5.6724e-06	5.6724e-06	0	0	0	0.12276	0.026104	0.013954	0.0020421	0.00079981	0.00044812	0.00029497	0.0002666	0.12046	1.7017e-05	0.00031765	0.00079981	0.0035963	0.023155	0.016013	0.0023087
0.15426	0.011049	0.00022225	3.175e-05	0.000127	0.00081359	0.00015478	1.1906e-05	0.13643	0.018177	0.0084693	0.0028456	0.00059134	0.00010716	3.9687e-05	3.9687e-06	0.12379	0.012109	0.014994	0.0082192	0.0048696	0.0023376	0.00034925	0	0.15955	0.0070286	7.5406e-05	1.1906e-05	0	0	0	0	0.12321	0.02363	0.015732	0.0024289	0.00075406	0.00040878	0.00023019	0.00027781	0.12208	5.5562e-05	0.00029369	0.00066675	0.0039251	0.024856	0.013605	0.0011866
0.1626	0.0030506	1.1855e-05	0	6.7176e-05	0.00081796	0.00011855	3.9515e-06	0.13794	0.020208	0.0057376	0.0020192	0.000652	9.4836e-05	1.9758e-05	0	0.12374	0.023638	0.013708	0.00424	0.0010511	0.00026475	2.3709e-05	3.9515e-06	0.16429	0.0023353	3.9515e-05	0	0	0	0	0	0.11378	0.032798	0.016648	0.002197	0.00066385	0.0002608	0.00015016	0.00017387	0.11002	3.5564e-05	0.00024104	0.00048604	0.0038488	0.02789	0.02035	0.0037934
0.1613	0.0041164	5.3509e-05	2.6755e-05	9.9375e-05	0.00093259	0.00014142	0	0.13872	0.020024	0.0053051	0.0019225	0.00057714	8.7908e-05	2.2933e-05	7.6442e-06	0.12191	0.020857	0.016034	0.0059931	0.001418	0.00035546	9.9375e-05	3.8221e-06	0.16429	0.0023429	3.4399e-05	0	0	0	0	0	0.11912	0.030455	0.014081	0.0017238	0.00057332	0.00034399	0.00020639	0.00016817	0.11447	2.6755e-05	0.00024844	0.00059243	0.0033673	0.023961	0.019405	0.004598
0.1503	0.01465	0.00013169	2.8219e-05	0.00011288	0.0012181	0.00022575	0	0.13601	0.021324	0.0064857	0.0022011	0.00056909	4.7032e-05	2.3516e-05	9.4064e-06	0.12052	0.0071724	0.019452	0.014138	0.0042235	0.00095475	0.00018342	1.8813e-05	0.16297	0.0036497	4.2329e-05	9.4064e-06	0	0	0	0	0.12161	0.024847	0.015765	0.0024974	0.00094064	0.00049854	0.00022575	0.00028219	0.11988	4.7032e-05	0.0002916	0.0007337	0.0046138	0.024527	0.014777	0.0017919
0.15439	0.010761	0.0003663	6.0049e-06	0.0001201	0.0010088	1.8015e-05	0	0.14378	0.015817	0.0050922	0.0015613	0.00038432	3.603e-05	0	0	0.12885	0.01255	0.012935	0.0079085	0.0029424	0.0012911	0.00019216	0	0.16403	0.0026181	1.8015e-05	0	0	0	0	0	0.1287	0.023035	0.011457	0.0018195	0.00081066	0.00034829	0.00022218	0.00027022	0.12412	2.402e-05	0.00028824	0.00070258	0.0030505	0.019468	0.014352	0.0046658
