0.29887	0.045752	0.17672	0.16925	0.71832	0.14248
2.3371	0.98562	1.5199	1.2544	6.696	4.5792
0.36842	1.297	1.8163	1.6735	6.7537	4.4817
1.6654	2.0492	2.7012	2.6022	9.201	3.3658
2.3618	0.74863	1.1043	0.93954	5.5351	6.3586
2.5687	2.3871	3.0031	2.5713	6.1893	5.3034
0.31942	0.98729	1.3337	1.2538	5.9007	5.7132
1.1031	4.04	3.8878	4.296	7.633	4.2321
0.50989	2.4604	2.796	2.5582	6.4936	5.034
